user_id,budget_min,budget_max,location_preference,branch_preference,cleanliness_level,noise_tolerance,smoking_tolerance,pets_tolerance,party_tolerance,name,about,photo_url
32,15000,20000,Dadar,BIOMED,1,1,FALSE,TRUE,FALSE
33,15000,20000,Dadar,EXTC,3,1,TRUE,TRUE,FALSE
34,5000,15000,Chembur,CMPN,1,2,TRUE,FALSE,FALSE
35,15000,20000,Chunabhatti,EXTC,4,3,FALSE,FALSE,FALSE
36,10000,25000,Matunga,EXCS,4,2,FALSE,FALSE,TRUE
37,15000,25000,Chembur,EXTC,5,3,FALSE,TRUE,FALSE
38,25000,25000,Chembur,EXTC,4,2,FALSE,FALSE,FALSE
39,5000,15000,Wadala,CMPN,2,5,FALSE,FALSE,TRUE
40,10000,25000,Chembur,EXCS,4,4,TRUE,TRUE,TRUE
41,20000,25000,Matunga,BIOMED,3,2,TRUE,FALSE,FALSE
42,5000,5000,Dadar,CMPN,5,1,TRUE,FALSE,FALSE
43,20000,25000,Chunabhatti,EXCS,2,3,FALSE,TRUE,TRUE
44,10000,20000,Wadala,EXCS,2,3,FALSE,TRUE,FALSE
45,10000,15000,Chunabhatti,EXTC,1,2,FALSE,TRUE,FALSE
46,5000,10000,Dadar,INFT,3,3,TRUE,FALSE,FALSE
47,10000,10000,Chembur,INFT,4,1,FALSE,TRUE,FALSE
48,5000,25000,Matunga,BIOMED,4,5,FALSE,FALSE,TRUE
49,10000,10000,Wadala,EXTC,1,4,TRUE,FALSE,TRUE
50,10000,20000,Matunga,INFT,4,4,TRUE,FALSE,TRUE
51,15000,20000,Matunga,CMPN,2,3,FALSE,FALSE,FALSE
52,15000,20000,Matunga,BIOMED,4,2,TRUE,FALSE,TRUE
53,20000,20000,Matunga,EXTC,4,3,TRUE,FALSE,TRUE
54,5000,25000,Dadar,CMPN,2,1,FALSE,TRUE,FALSE
55,10000,15000,Matunga,INFT,3,2,TRUE,FALSE,FALSE
56,5000,20000,Matunga,INFT,3,5,TRUE,FALSE,FALSE
57,5000,20000,Dadar,INFT,2,1,FALSE,FALSE,FALSE
58,10000,10000,Chunabhatti,INFT,2,5,TRUE,TRUE,TRUE
59,10000,20000,Dadar,EXCS,5,2,TRUE,FALSE,FALSE
60,10000,15000,Chembur,BIOMED,5,5,TRUE,TRUE,FALSE
61,10000,25000,Dadar,BIOMED,4,1,FALSE,TRUE,TRUE
62,5000,20000,Chunabhatti,INFT,4,1,FALSE,TRUE,TRUE
63,10000,25000,Chembur,BIOMED,5,3,TRUE,FALSE,TRUE
64,5000,10000,Chembur,CMPN,4,2,FALSE,FALSE,TRUE
65,10000,20000,Wadala,CMPN,3,4,TRUE,TRUE,FALSE
66,20000,20000,Matunga,BIOMED,3,4,TRUE,TRUE,TRUE
67,10000,25000,Chembur,INFT,1,5,FALSE,TRUE,TRUE
68,10000,10000,Chembur,EXTC,5,4,FALSE,TRUE,TRUE
69,15000,20000,Chunabhatti,INFT,3,4,FALSE,FALSE,TRUE
70,10000,20000,Chembur,EXCS,1,1,FALSE,TRUE,TRUE
71,5000,5000,Chunabhatti,EXTC,2,1,TRUE,FALSE,TRUE
72,20000,25000,Matunga,EXCS,3,1,TRUE,TRUE,FALSE
73,5000,25000,Wadala,BIOMED,1,4,TRUE,TRUE,FALSE
74,10000,25000,Wadala,EXCS,4,5,FALSE,FALSE,TRUE
75,20000,25000,Matunga,BIOMED,1,2,FALSE,TRUE,TRUE
76,10000,15000,Matunga,EXCS,3,3,FALSE,TRUE,TRUE
77,5000,20000,Dadar,EXTC,4,5,FALSE,FALSE,FALSE
78,10000,20000,Chembur,EXCS,4,1,TRUE,FALSE,TRUE
79,10000,20000,Chembur,INFT,1,5,TRUE,FALSE,TRUE
80,20000,20000,Chembur,BIOMED,1,2,FALSE,TRUE,TRUE
81,25000,25000,Chunabhatti,CMPN,3,1,FALSE,FALSE,TRUE
82,5000,10000,Dadar,EXCS,4,2,TRUE,FALSE,TRUE
83,10000,25000,Chembur,BIOMED,5,3,FALSE,FALSE,FALSE
84,15000,25000,Chunabhatti,CMPN,1,5,FALSE,TRUE,TRUE
85,5000,20000,Chunabhatti,BIOMED,5,3,TRUE,FALSE,FALSE
86,5000,10000,Wadala,BIOMED,5,4,TRUE,TRUE,TRUE
87,5000,25000,Chunabhatti,CMPN,4,5,TRUE,FALSE,TRUE
88,5000,5000,Matunga,CMPN,3,4,FALSE,TRUE,FALSE
89,20000,20000,Chunabhatti,EXTC,5,2,FALSE,TRUE,FALSE
90,15000,15000,Matunga,EXCS,3,4,FALSE,FALSE,TRUE
91,10000,15000,Matunga,EXCS,1,2,FALSE,TRUE,TRUE
92,5000,25000,Wadala,BIOMED,4,3,FALSE,FALSE,FALSE
93,15000,20000,Wadala,INFT,2,1,TRUE,TRUE,FALSE
94,15000,25000,Chunabhatti,INFT,4,3,TRUE,TRUE,FALSE
95,5000,25000,Wadala,BIOMED,2,4,TRUE,TRUE,FALSE
96,15000,15000,Wadala,EXTC,1,2,TRUE,TRUE,TRUE
97,20000,25000,Chembur,CMPN,3,4,FALSE,TRUE,TRUE
98,10000,10000,Chunabhatti,BIOMED,1,1,TRUE,TRUE,FALSE
99,10000,15000,Chunabhatti,EXCS,4,5,TRUE,FALSE,TRUE
100,5000,10000,Chunabhatti,INFT,2,5,TRUE,FALSE,FALSE
101,5000,20000,Wadala,INFT,2,5,TRUE,FALSE,TRUE
102,5000,25000,Wadala,INFT,4,4,FALSE,TRUE,FALSE
103,5000,20000,Matunga,EXTC,4,5,FALSE,TRUE,TRUE
104,10000,25000,Dadar,EXCS,1,2,TRUE,FALSE,FALSE
105,5000,15000,Dadar,EXTC,5,1,FALSE,TRUE,FALSE
106,10000,25000,Dadar,CMPN,2,3,TRUE,FALSE,FALSE
107,10000,15000,Chembur,BIOMED,4,2,TRUE,FALSE,FALSE
108,15000,20000,Wadala,BIOMED,1,1,TRUE,FALSE,TRUE
109,15000,20000,Matunga,INFT,5,3,FALSE,TRUE,FALSE
110,5000,15000,Matunga,INFT,3,5,TRUE,FALSE,TRUE
111,5000,5000,Dadar,CMPN,4,3,FALSE,TRUE,TRUE
112,10000,15000,Chembur,EXTC,5,4,FALSE,FALSE,FALSE
113,10000,25000,Chembur,EXCS,3,4,FALSE,TRUE,FALSE
114,10000,15000,Dadar,CMPN,3,5,FALSE,TRUE,TRUE
115,5000,15000,Dadar,BIOMED,1,5,TRUE,FALSE,TRUE
116,20000,25000,Wadala,BIOMED,2,2,FALSE,TRUE,TRUE
117,5000,10000,Chembur,EXTC,4,2,TRUE,TRUE,TRUE
118,15000,25000,Matunga,CMPN,5,4,TRUE,FALSE,FALSE
119,5000,15000,Dadar,EXCS,3,1,FALSE,FALSE,TRUE
120,5000,10000,Wadala,CMPN,2,2,TRUE,FALSE,FALSE
121,10000,20000,Matunga,CMPN,3,1,TRUE,TRUE,TRUE
122,15000,20000,Chembur,EXTC,4,4,FALSE,FALSE,TRUE
123,5000,25000,Dadar,EXCS,4,2,FALSE,TRUE,TRUE
124,15000,15000,Dadar,BIOMED,1,1,FALSE,FALSE,FALSE
125,5000,5000,Wadala,INFT,4,1,FALSE,FALSE,FALSE
126,5000,20000,Wadala,EXCS,4,2,TRUE,FALSE,TRUE
127,20000,25000,Chembur,BIOMED,4,5,TRUE,FALSE,TRUE
128,20000,25000,Dadar,EXTC,2,3,FALSE,TRUE,TRUE
129,20000,25000,Wadala,EXCS,5,5,FALSE,TRUE,FALSE
130,5000,25000,Dadar,EXCS,5,3,TRUE,TRUE,TRUE
131,15000,15000,Chembur,BIOMED,4,1,TRUE,FALSE,FALSE
132,20000,25000,Dadar,BIOMED,5,2,FALSE,TRUE,FALSE
133,20000,25000,Matunga,CMPN,4,4,FALSE,TRUE,TRUE
134,5000,25000,Dadar,CMPN,5,2,FALSE,TRUE,TRUE
135,15000,20000,Chunabhatti,EXCS,5,5,FALSE,TRUE,FALSE
136,15000,20000,Chunabhatti,INFT,3,3,FALSE,TRUE,FALSE
137,20000,20000,Chembur,EXTC,2,2,FALSE,FALSE,TRUE
138,10000,20000,Chembur,BIOMED,3,3,FALSE,TRUE,FALSE
139,10000,15000,Chembur,CMPN,3,5,TRUE,TRUE,TRUE
140,25000,25000,Matunga,EXTC,5,5,TRUE,FALSE,TRUE
141,5000,25000,Matunga,EXCS,1,2,TRUE,TRUE,FALSE
142,5000,25000,Dadar,BIOMED,1,4,TRUE,FALSE,TRUE
143,10000,20000,Wadala,BIOMED,2,4,TRUE,TRUE,FALSE
144,15000,20000,Chunabhatti,CMPN,4,3,TRUE,TRUE,FALSE
145,5000,20000,Chunabhatti,INFT,5,2,FALSE,TRUE,TRUE
146,5000,20000,Chunabhatti,BIOMED,2,1,FALSE,FALSE,TRUE
147,20000,20000,Dadar,INFT,3,5,FALSE,TRUE,FALSE
148,10000,15000,Dadar,EXTC,5,3,FALSE,FALSE,FALSE
149,10000,10000,Chembur,BIOMED,3,5,FALSE,FALSE,TRUE
150,15000,20000,Wadala,BIOMED,2,3,TRUE,TRUE,FALSE
151,5000,10000,Chembur,INFT,1,2,TRUE,TRUE,FALSE
152,5000,5000,Dadar,CMPN,2,3,TRUE,TRUE,TRUE
153,5000,10000,Matunga,EXCS,5,3,TRUE,FALSE,FALSE
154,5000,10000,Chembur,EXTC,5,1,TRUE,TRUE,TRUE
155,15000,25000,Dadar,BIOMED,4,3,TRUE,FALSE,TRUE
156,5000,5000,Dadar,CMPN,1,4,TRUE,FALSE,FALSE
157,10000,20000,Matunga,BIOMED,5,3,TRUE,TRUE,TRUE
158,10000,25000,Matunga,EXTC,1,3,FALSE,FALSE,TRUE
159,5000,20000,Matunga,EXCS,5,2,TRUE,FALSE,FALSE
160,10000,15000,Wadala,BIOMED,1,3,FALSE,TRUE,TRUE
161,10000,15000,Dadar,INFT,2,1,FALSE,TRUE,FALSE
162,5000,25000,Matunga,CMPN,1,2,FALSE,FALSE,FALSE
163,5000,25000,Wadala,EXCS,3,5,TRUE,TRUE,TRUE
164,5000,15000,Chunabhatti,BIOMED,2,4,TRUE,FALSE,FALSE
165,5000,15000,Chunabhatti,EXCS,5,4,TRUE,FALSE,FALSE
166,10000,20000,Chunabhatti,INFT,5,5,TRUE,FALSE,FALSE
167,5000,20000,Dadar,BIOMED,4,3,TRUE,FALSE,TRUE
168,10000,15000,Wadala,EXCS,3,1,TRUE,FALSE,TRUE
169,5000,20000,Wadala,BIOMED,4,1,FALSE,TRUE,TRUE
170,5000,20000,Chunabhatti,BIOMED,2,1,TRUE,TRUE,FALSE
171,5000,20000,Chembur,EXCS,4,1,TRUE,FALSE,FALSE
172,5000,15000,Chunabhatti,BIOMED,2,3,TRUE,TRUE,FALSE
173,5000,10000,Dadar,INFT,4,5,TRUE,TRUE,TRUE
174,10000,20000,Chunabhatti,EXCS,1,5,TRUE,TRUE,TRUE
175,20000,20000,Chunabhatti,EXCS,2,4,TRUE,TRUE,FALSE
176,10000,25000,Wadala,INFT,2,5,FALSE,FALSE,FALSE
177,15000,20000,Chunabhatti,INFT,1,1,TRUE,FALSE,FALSE
178,5000,25000,Matunga,INFT,1,3,TRUE,TRUE,TRUE
179,10000,25000,Matunga,BIOMED,3,2,TRUE,FALSE,TRUE
180,5000,15000,Chembur,BIOMED,1,2,FALSE,FALSE,TRUE
181,5000,25000,Dadar,EXTC,4,1,FALSE,FALSE,FALSE
182,15000,15000,Dadar,BIOMED,1,4,FALSE,FALSE,TRUE
183,5000,20000,Wadala,INFT,1,2,FALSE,FALSE,FALSE
184,10000,10000,Dadar,EXTC,2,1,TRUE,TRUE,TRUE
185,10000,25000,Chembur,INFT,2,3,TRUE,FALSE,TRUE
186,20000,20000,Matunga,CMPN,1,2,TRUE,FALSE,TRUE
187,5000,25000,Wadala,EXCS,3,1,FALSE,FALSE,TRUE
188,5000,20000,Matunga,CMPN,2,2,TRUE,TRUE,FALSE
189,5000,15000,Chembur,INFT,4,3,TRUE,TRUE,FALSE
190,10000,15000,Wadala,BIOMED,4,5,FALSE,FALSE,FALSE
191,10000,10000,Chunabhatti,EXCS,1,5,TRUE,FALSE,TRUE
192,20000,25000,Dadar,BIOMED,1,3,FALSE,TRUE,FALSE
193,5000,20000,Chembur,BIOMED,3,3,TRUE,FALSE,TRUE
194,10000,15000,Wadala,EXCS,1,5,FALSE,TRUE,FALSE
195,20000,20000,Matunga,EXCS,5,3,TRUE,FALSE,FALSE
196,15000,20000,Wadala,CMPN,5,3,FALSE,FALSE,TRUE
197,10000,15000,Chunabhatti,INFT,1,3,FALSE,FALSE,FALSE
198,5000,15000,Chembur,BIOMED,5,5,FALSE,FALSE,TRUE
199,5000,25000,Wadala,INFT,4,5,FALSE,TRUE,FALSE
200,10000,20000,Chembur,INFT,1,2,FALSE,FALSE,TRUE
201,10000,20000,Chembur,EXTC,4,5,TRUE,TRUE,TRUE
202,10000,15000,Matunga,CMPN,4,2,TRUE,TRUE,FALSE
203,5000,10000,Dadar,BIOMED,5,5,TRUE,TRUE,FALSE
204,5000,25000,Chunabhatti,EXCS,3,4,FALSE,TRUE,TRUE
205,10000,20000,Wadala,EXCS,4,2,FALSE,TRUE,TRUE
206,10000,15000,Dadar,INFT,5,3,TRUE,FALSE,TRUE
207,15000,25000,Matunga,CMPN,3,4,FALSE,TRUE,FALSE
208,10000,15000,Dadar,CMPN,5,5,TRUE,TRUE,FALSE
209,5000,20000,Chembur,BIOMED,5,5,TRUE,FALSE,FALSE
210,20000,20000,Chembur,BIOMED,1,4,FALSE,TRUE,TRUE
211,15000,15000,Chunabhatti,INFT,2,1,TRUE,TRUE,TRUE
212,10000,20000,Wadala,INFT,3,3,FALSE,FALSE,TRUE
213,5000,15000,Wadala,INFT,5,2,FALSE,TRUE,FALSE
214,10000,20000,Matunga,EXTC,4,4,FALSE,TRUE,FALSE
215,15000,15000,Chunabhatti,CMPN,4,2,TRUE,FALSE,TRUE
216,5000,15000,Wadala,INFT,2,5,TRUE,TRUE,TRUE
217,10000,20000,Chembur,CMPN,3,1,FALSE,TRUE,TRUE
218,20000,25000,Chunabhatti,EXCS,1,1,TRUE,FALSE,FALSE
219,5000,25000,Dadar,EXCS,3,2,FALSE,FALSE,FALSE
220,5000,15000,Chunabhatti,CMPN,4,5,TRUE,TRUE,FALSE
221,5000,10000,Chunabhatti,EXCS,4,1,FALSE,FALSE,FALSE
222,5000,20000,Wadala,EXCS,1,3,FALSE,TRUE,FALSE
223,5000,15000,Matunga,EXCS,1,5,TRUE,TRUE,TRUE
224,20000,25000,Matunga,BIOMED,4,4,TRUE,FALSE,TRUE
225,5000,15000,Wadala,BIOMED,5,4,FALSE,TRUE,TRUE
226,5000,10000,Wadala,CMPN,5,4,TRUE,FALSE,FALSE
227,5000,10000,Wadala,CMPN,1,3,FALSE,FALSE,FALSE
228,10000,25000,Matunga,EXTC,5,5,TRUE,FALSE,FALSE
229,15000,20000,Wadala,BIOMED,1,2,TRUE,FALSE,FALSE
230,15000,20000,Dadar,CMPN,3,2,FALSE,FALSE,TRUE
231,10000,10000,Dadar,BIOMED,3,5,TRUE,TRUE,FALSE
232,5000,5000,Chembur,EXTC,3,3,TRUE,TRUE,TRUE
233,20000,20000,Dadar,CMPN,1,5,TRUE,TRUE,FALSE
234,10000,20000,Chunabhatti,CMPN,1,2,TRUE,FALSE,TRUE
235,5000,25000,Chembur,CMPN,5,5,TRUE,FALSE,FALSE
236,10000,25000,Dadar,CMPN,5,4,TRUE,FALSE,TRUE
237,5000,20000,Chunabhatti,INFT,5,5,FALSE,FALSE,FALSE
238,20000,25000,Dadar,BIOMED,2,1,TRUE,FALSE,TRUE
239,15000,25000,Chunabhatti,BIOMED,1,5,TRUE,TRUE,TRUE
240,20000,25000,Wadala,BIOMED,3,2,FALSE,FALSE,TRUE
241,15000,25000,Chunabhatti,EXTC,3,2,TRUE,FALSE,FALSE
242,5000,5000,Wadala,INFT,2,2,FALSE,FALSE,TRUE
243,5000,25000,Chunabhatti,BIOMED,2,4,TRUE,TRUE,TRUE
244,15000,15000,Chunabhatti,BIOMED,3,2,TRUE,TRUE,TRUE
245,10000,15000,Dadar,CMPN,1,1,TRUE,TRUE,FALSE
246,10000,15000,Chunabhatti,CMPN,3,5,FALSE,FALSE,FALSE
247,20000,25000,Dadar,CMPN,3,3,TRUE,FALSE,FALSE
248,5000,10000,Chunabhatti,BIOMED,2,2,FALSE,FALSE,FALSE
249,20000,25000,Matunga,CMPN,2,5,TRUE,TRUE,FALSE
250,15000,15000,Chembur,BIOMED,5,4,TRUE,FALSE,FALSE
251,5000,10000,Dadar,EXTC,2,5,FALSE,FALSE,TRUE
252,5000,20000,Dadar,EXTC,3,2,TRUE,TRUE,FALSE
253,20000,25000,Wadala,EXCS,5,2,FALSE,TRUE,FALSE
254,10000,15000,Matunga,INFT,3,2,TRUE,TRUE,FALSE
255,5000,15000,Wadala,CMPN,1,1,FALSE,TRUE,FALSE
256,15000,15000,Matunga,CMPN,1,5,FALSE,TRUE,FALSE
257,5000,5000,Matunga,INFT,2,3,FALSE,TRUE,TRUE
258,15000,25000,Chunabhatti,INFT,5,1,TRUE,TRUE,FALSE
259,10000,15000,Wadala,EXCS,4,3,FALSE,TRUE,TRUE
260,10000,10000,Chembur,INFT,1,2,FALSE,FALSE,FALSE
261,10000,25000,Matunga,BIOMED,1,3,TRUE,TRUE,TRUE
262,15000,20000,Matunga,CMPN,1,3,FALSE,FALSE,FALSE
263,15000,25000,Dadar,INFT,1,1,TRUE,TRUE,FALSE
264,5000,15000,Chunabhatti,BIOMED,2,1,FALSE,FALSE,FALSE
265,20000,20000,Chembur,INFT,5,5,FALSE,FALSE,FALSE
266,5000,15000,Matunga,BIOMED,1,3,FALSE,FALSE,TRUE
267,10000,20000,Dadar,EXTC,2,1,FALSE,FALSE,TRUE
268,5000,10000,Wadala,BIOMED,5,5,FALSE,TRUE,TRUE
269,20000,25000,Matunga,EXCS,5,3,FALSE,TRUE,FALSE
270,15000,20000,Dadar,BIOMED,4,3,TRUE,FALSE,FALSE
271,15000,15000,Wadala,INFT,3,2,TRUE,FALSE,FALSE
272,5000,25000,Chunabhatti,EXTC,1,1,TRUE,TRUE,TRUE
273,5000,15000,Wadala,EXTC,2,4,TRUE,TRUE,FALSE
274,10000,20000,Matunga,BIOMED,5,1,TRUE,TRUE,TRUE
275,5000,15000,Chembur,INFT,4,2,TRUE,FALSE,FALSE
276,5000,15000,Wadala,EXTC,3,5,FALSE,FALSE,FALSE
277,5000,25000,Chembur,BIOMED,5,1,FALSE,TRUE,FALSE
278,5000,15000,Chembur,BIOMED,5,3,FALSE,TRUE,TRUE
279,15000,15000,Wadala,BIOMED,1,4,TRUE,FALSE,FALSE
280,15000,15000,Chunabhatti,EXTC,3,5,TRUE,TRUE,TRUE
281,10000,25000,Wadala,CMPN,3,1,FALSE,TRUE,TRUE
282,15000,25000,Dadar,INFT,2,5,FALSE,TRUE,FALSE
283,5000,5000,Chembur,EXCS,4,3,TRUE,FALSE,FALSE
284,20000,20000,Matunga,EXCS,2,4,TRUE,FALSE,TRUE
285,5000,20000,Chembur,INFT,4,3,FALSE,TRUE,TRUE
286,10000,25000,Matunga,CMPN,2,4,TRUE,FALSE,FALSE
287,10000,20000,Dadar,INFT,4,5,TRUE,TRUE,FALSE
288,15000,25000,Dadar,BIOMED,1,1,TRUE,FALSE,TRUE
289,15000,20000,Dadar,INFT,4,4,FALSE,TRUE,TRUE
290,5000,20000,Wadala,INFT,2,3,TRUE,FALSE,TRUE
291,5000,15000,Chembur,EXTC,3,4,FALSE,FALSE,FALSE
292,5000,5000,Matunga,EXCS,5,5,FALSE,FALSE,FALSE
293,5000,15000,Dadar,EXCS,4,5,TRUE,TRUE,FALSE
294,15000,20000,Dadar,BIOMED,4,5,FALSE,TRUE,FALSE
295,20000,25000,Matunga,BIOMED,3,1,FALSE,FALSE,TRUE
296,5000,25000,Chembur,EXTC,1,5,FALSE,TRUE,TRUE
297,5000,25000,Chembur,BIOMED,2,1,FALSE,TRUE,FALSE
298,15000,15000,Matunga,CMPN,1,2,FALSE,FALSE,TRUE
299,15000,20000,Chunabhatti,EXTC,4,4,FALSE,TRUE,TRUE
300,5000,25000,Chembur,EXTC,4,3,TRUE,FALSE,TRUE
301,25000,25000,Matunga,INFT,1,1,TRUE,TRUE,TRUE
302,10000,25000,Matunga,INFT,2,1,TRUE,FALSE,FALSE
303,5000,20000,Dadar,CMPN,4,3,FALSE,FALSE,FALSE
304,5000,25000,Matunga,EXTC,4,4,TRUE,FALSE,FALSE
305,5000,15000,Wadala,EXTC,1,5,TRUE,TRUE,TRUE
306,20000,25000,Dadar,INFT,5,4,FALSE,FALSE,TRUE
307,5000,25000,Dadar,EXCS,3,1,FALSE,FALSE,TRUE
308,10000,20000,Chembur,EXCS,4,5,TRUE,FALSE,FALSE
309,20000,25000,Chunabhatti,INFT,2,2,TRUE,FALSE,TRUE
310,10000,25000,Chembur,BIOMED,5,3,TRUE,TRUE,TRUE
311,5000,20000,Wadala,EXTC,1,4,FALSE,TRUE,TRUE
312,5000,15000,Dadar,CMPN,1,5,TRUE,FALSE,TRUE
313,10000,10000,Dadar,EXCS,2,3,TRUE,TRUE,TRUE
314,5000,25000,Matunga,BIOMED,5,4,FALSE,TRUE,TRUE
315,10000,10000,Chunabhatti,EXTC,2,1,FALSE,TRUE,FALSE
316,10000,10000,Chunabhatti,BIOMED,4,1,FALSE,TRUE,FALSE
317,5000,15000,Matunga,EXTC,5,1,TRUE,FALSE,TRUE
318,10000,25000,Wadala,EXTC,3,2,FALSE,FALSE,TRUE
319,10000,25000,Chunabhatti,INFT,3,1,FALSE,TRUE,TRUE
320,15000,15000,Dadar,INFT,2,1,FALSE,FALSE,TRUE
321,10000,15000,Wadala,CMPN,3,1,FALSE,FALSE,TRUE
322,10000,15000,Chembur,CMPN,2,5,FALSE,TRUE,FALSE
323,5000,10000,Chembur,BIOMED,4,3,TRUE,TRUE,TRUE
324,5000,10000,Wadala,INFT,4,2,TRUE,FALSE,TRUE
325,5000,25000,Dadar,EXTC,2,4,TRUE,TRUE,TRUE
326,5000,25000,Chembur,INFT,4,2,TRUE,FALSE,FALSE
327,10000,15000,Dadar,EXTC,3,3,TRUE,FALSE,TRUE
328,25000,25000,Matunga,INFT,4,1,FALSE,TRUE,TRUE
329,10000,10000,Chunabhatti,EXTC,3,1,TRUE,TRUE,TRUE
330,5000,10000,Wadala,BIOMED,3,4,FALSE,TRUE,TRUE
331,5000,15000,Chunabhatti,INFT,1,2,TRUE,TRUE,TRUE
332,5000,10000,Matunga,EXCS,4,2,TRUE,FALSE,TRUE
333,5000,10000,Chembur,EXCS,4,4,TRUE,TRUE,TRUE
334,10000,25000,Dadar,EXTC,2,2,FALSE,FALSE,FALSE
335,20000,20000,Dadar,BIOMED,2,2,TRUE,TRUE,FALSE
336,10000,25000,Matunga,EXTC,5,2,FALSE,TRUE,FALSE
337,5000,25000,Wadala,BIOMED,3,4,TRUE,TRUE,FALSE
338,20000,20000,Chunabhatti,CMPN,1,4,FALSE,TRUE,FALSE
339,20000,25000,Chembur,INFT,3,3,TRUE,TRUE,TRUE
340,5000,20000,Wadala,BIOMED,4,2,FALSE,TRUE,TRUE
341,5000,20000,Matunga,EXTC,5,3,FALSE,FALSE,TRUE
342,10000,20000,Matunga,CMPN,3,5,TRUE,FALSE,TRUE
343,15000,15000,Dadar,EXTC,5,5,TRUE,TRUE,FALSE
344,10000,20000,Chembur,EXCS,3,2,TRUE,TRUE,FALSE
345,10000,20000,Wadala,EXCS,4,1,TRUE,TRUE,FALSE
346,10000,25000,Dadar,INFT,4,5,TRUE,TRUE,TRUE
347,10000,15000,Chembur,INFT,3,1,FALSE,FALSE,FALSE
348,5000,25000,Chunabhatti,CMPN,1,3,TRUE,FALSE,TRUE
349,10000,10000,Chunabhatti,EXCS,4,2,TRUE,FALSE,FALSE
350,25000,25000,Dadar,BIOMED,2,3,TRUE,FALSE,FALSE
351,10000,10000,Wadala,EXCS,1,3,TRUE,FALSE,TRUE
352,10000,25000,Chembur,INFT,3,4,FALSE,TRUE,TRUE
353,5000,15000,Chunabhatti,EXTC,1,2,FALSE,TRUE,TRUE
354,5000,20000,Chunabhatti,CMPN,2,4,FALSE,FALSE,TRUE
355,10000,10000,Wadala,EXCS,4,3,FALSE,FALSE,TRUE
356,15000,15000,Dadar,BIOMED,4,1,FALSE,TRUE,FALSE
357,5000,20000,Matunga,BIOMED,4,2,FALSE,TRUE,TRUE
358,10000,25000,Chembur,BIOMED,2,2,FALSE,TRUE,FALSE
359,5000,15000,Chunabhatti,CMPN,1,5,FALSE,FALSE,TRUE
360,15000,25000,Matunga,BIOMED,3,1,TRUE,TRUE,TRUE
361,15000,20000,Wadala,BIOMED,3,1,TRUE,FALSE,FALSE
362,20000,20000,Dadar,EXCS,1,3,TRUE,FALSE,TRUE
363,20000,25000,Chembur,CMPN,4,3,FALSE,FALSE,TRUE
364,5000,25000,Wadala,EXTC,3,3,FALSE,FALSE,FALSE
365,20000,25000,Dadar,EXTC,4,5,TRUE,FALSE,TRUE
366,25000,25000,Wadala,BIOMED,5,1,TRUE,FALSE,TRUE
367,20000,25000,Chunabhatti,INFT,5,4,TRUE,FALSE,TRUE
368,15000,15000,Chunabhatti,CMPN,3,1,FALSE,FALSE,TRUE
